departamento_etl,ciudad_etl,periodo_etl,cont_co,cont_dviento,cont_haire10,cont_haire2,cont_no,cont_no2,cont_o3,cont_p,cont_pliquida,cont_pm10,cont_pm2.5,cont_pst,cont_rglobal,cont_ruvb,cont_so2,cont_taire10,cont_taire2,cont_vviento,periodo_censo_vehiculos,total_vehiculos,clases_distintas,antiguedad_promedio_flota,log_total_vehiculos,mes_numerico
caldas,manizales,2020-01,,,,,,,,,,20.363636363636363,,,,,,,,,2026-04,289980,38,27.7382762991128,12.57757068257493,1
caldas,manizales,2021-01,,,,,,,,,,19.88888888888889,8.5,,,,,,,,2026-04,289980,38,27.7382762991128,12.57757068257493,1
caldas,manizales,2022-01,781.4715294117648,,,,,,25.023936170212767,,,22.0,11.0,,,,6.488407079646018,,,,2026-04,289980,38,27.7382762991128,12.57757068257493,1
caldas,manizales,2023-01,747.3786486486486,,,,,,23.520300000000002,,,18.181818181818183,11.365185185185185,,,,4.39824074074074,,,,2026-04,289980,38,27.7382762991128,12.57757068257493,1
caldas,manizales,2024-01,785.8971698113209,,,,,,31.598872180451124,,,16.636363636363637,18.623181818181816,,,,3.973308270676692,,,,2026-04,289980,38,27.7382762991128,12.57757068257493,1
cauca,popayan,2023-01,,214.7782456140351,85.83863636363637,,,,0.7860240963855422,614.0754385964913,0.023771929824561402,5.501470588235294,,,,,,18.00464912280702,,0.8789622641509434,2026-04,118831,28,24.82878645343368,11.685466009909078,1
cesar,agustin codazzi,2020-01,,,,,,,,,,29.30666666666667,10.736666666666666,,,,,,,,2026-04,8394,26,24.127710843373492,9.035391569511642,1
cesar,agustin codazzi,2021-01,,84.06976744186046,,,,,,,0.0,9.185609756097561,2.356076923076923,,,,,29.255038759689924,,1.4170542635658916,2026-04,8394,26,24.127710843373492,9.035391569511642,1
cesar,agustin codazzi,2022-01,,100.28067226890757,,,,,,,0.0,11.039908256880732,5.448090909090909,,,,,29.43310924369748,,8.976333333333335,2026-04,8394,26,24.127710843373492,9.035391569511642,1
cesar,agustin codazzi,2023-01,,114.91189427312776,58.72079646017699,,,,,755.2439207048458,0.0013215859030837004,14.710919540229884,5.98102564102564,,226.41718061674007,,,29.187665198237887,,2.7115044247787607,2026-04,8394,26,24.127710843373492,9.035391569511642,1
cesar,agustin codazzi,2024-01,,119.6044776119403,,60.27333333333333,,,,747.8842105263159,0.0,28.049999999999997,13.0,,,,,,28.253731343283583,1.122882882882883,2026-04,8394,26,24.127710843373492,9.035391569511642,1
cesar,bosconia,2020-01,,,,,,,,,,33.48,,,,,,,,,2026-04,3572,13,20.764285714285716,8.181160858023409,1
cesar,bosconia,2021-01,,,,,,,,,,40.06,,,,,,,,,2026-04,3572,13,20.764285714285716,8.181160858023409,1
cesar,bosconia,2022-01,,,,,,,,,,39.685,,,,,,,,,2026-04,3572,13,20.764285714285716,8.181160858023409,1
cesar,bosconia,2023-01,,,,,,,,,,57.3,,,,,,,,,2026-04,3572,13,20.764285714285716,8.181160858023409,1
cesar,el paso,2020-01,,,,,,,,,,67.33555555555556,21.594166666666666,,,,,,,,2026-04,8606,32,8.33529411764706,9.060331104649475,1
cesar,el paso,2021-01,,101.05401459854015,,,,,,,0.0,15.028970588235294,4.449416058394161,,,,,29.156934306569344,,1.4846715328467153,2026-04,8606,32,8.33529411764706,9.060331104649475,1
